name,mean,fano,skewness,kurtosis,telegraph,la,ga,v,p_telegraph,AICc1,mean1,fano1,skewness1,kurtosis1,HD1,type1,cross-talk,la1,la2,q1,gamma,nu,p+crosstalk,AICc2,mean2,fano2,skewness2,kurtosis2,HD2,type2,p+threestate,lam1,lam2,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+threestate-crosstalk,lam,kappa1,kappa2,q1,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+positive,lam,gamma,v,mu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+negative,lam,gamma,v,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type
1810030O07Rik,3.0212766,2.204075515,1.165135857,1.475686872,,2.257061797,2338950319,9989885222,0.319720796,831.9944846,2.990862671,2.133150281,1.079577006,1.016656382,0.099922237,1,,2.257062131,2.257061304,0.487963492,2334303581,9970036869,0.319720857,834.1055756,2.990862657,2.133150375,1.079577067,1.016656544,0.099922239,1,,3.189727289,3.184994691,27.94233983,187.5540435,0.30628648,834.0705326,2.991345858,2.138865108,1.08328495,1.01533523,0.100003382,1,,50.99872107,3.196622337,3.196622337,0.577112827,89.03196769,342.5754229,0.306707841,836.2053849,2.99052159,2.138127186,1.083615095,1.016653063,0.099984772,1,,4.597950935,2198.434966,1424.409543,1.068234369,0.32630211,834.1102076,2.989953239,2.133894624,1.080432561,1.022303185,0.099892914,1,,2.257008226,73481342.1,313854949.2,1.483168551,0.319716558,834.1055757,2.990832771,2.13316111,1.079585226,1.016676195,0.099921845,1
1810037I17Rik,15.21276602,6.215206076,0.973689984,1.195882975,,2.218621815,10.96712243,184.3692717,0.490797606,1358.139959,15.12342609,6.146644405,0.869148295,0.542116631,0.259233467,1,,4.778762549,1.944331809,0.507851599,22.07210766,273.1063524,0.49811647,1359.960808,15.11496571,6.105825863,0.863418624,0.561417552,0.258229029,1,,8847.323696,2.218622401,10.96448631,184.3698333,0.490800128,1360.251051,15.1234213,6.14665223,0.869150239,0.54212078,0.259233503,1,,1.843379581,6.553405399,6.553405399,0.500383683,17.11218333,253.2725185,0.496238904,1361.998906,15.11395857,6.097388524,0.864272282,0.573999106,0.257977728,1,,2.703275272,153.8485733,422.9203831,0.307305476,0.516382255,1360.119666,15.12587565,6.094726832,0.84778057,0.509713768,0.258308954,1,,2.036313825,76.48602876,1937.943371,1.384998254,0.515337092,1360.085945,15.12548271,6.088384145,0.845961894,0.510113464,0.258169765,1
1810043H04Rik,1.585106384,3.253819808,2.589498314,9.113120341,,0.715003315,2041732762,9999743090,0.45537137,653.7853835,1.550396127,2.935020271,1.992482379,4.591298281,0.174641093,2,,1.247787417,0.550111196,0.54045409,2278328679,9999976172,0.460027512,655.8396162,1.553457238,2.91720498,1.961776127,4.438001819,0.17433909,2,,0.730176028,5.51843813,1833228516,9953459153,0.455839758,655.8791341,1.548987187,2.938152598,2.00205904,4.644359126,0.174577508,2,,0.517791453,2.175126158,2.175126158,0.526162938,2078107431,9999893925,0.462794792,657.8712749,1.552545616,2.912395155,1.961824441,4.449284915,0.173981189,2,,1.603639386,2308976.38,1037931.842,1.217643311,0.995343604,656.0071737,1.543085448,2.914667634,1.996030085,4.631183288,0.173911792,2,,0.71500344,2041652722,9999349313,1.18E-09,0.455371373,655.8964746,1.550396155,2.935020029,1.992482301,4.591298061,0.17464109,2
1810058I24Rik,4.372340433,2.870968582,0.703745619,-0.228198999,,0.886292705,55.17887526,3826.604793,0.262417507,953.334535,4.332677941,2.85109005,0.656443422,-0.369412274,0.195677957,2,,1.708402212,0.004900354,0.999498756,2.729718095,12.61924521,1,953.2985125,4.301627888,2.782229381,0.686104875,-0.160425649,0.18785198,3,,0.858614003,60.78425333,1.221336713,40.04337682,0.274724714,955.2997057,4.32328991,2.847382459,0.668113542,-0.334096285,0.195155536,2,,0.678475371,3.015527228,3.015527228,0.498864803,1.545760413,44.38740461,0.272418494,956.8516647,4.323463408,2.844050222,0.665822806,-0.323535822,0.193827589,2,,9.606266338,2260.570003,136.5674218,19.12388018,0.301202278,954.4592185,4.320652152,2.7967199,0.653217073,-0.282653469,0.19173906,3,,0.766670915,0.006364092,52.95638025,0.065696838,0.269779984,954.9580104,4.32189575,2.841276155,0.668319468,-0.320541565,0.194297276,2
2010107E04Rik,15.07446813,4.632659619,0.358609274,-0.242938195,,1.473534864,1.424640003,58.80270276,0.502607631,1326.155479,14.99940424,4.710817361,0.274795512,-0.610983775,0.241252961,1,,1.256105016,3.232464658,0.490683941,1.955330186,31.12848379,0.999992029,1327.050838,14.99053649,4.701760574,0.2780411,-0.566755938,0.239778957,1,,504.4333912,1.473534233,1.42046515,58.79443985,0.50267401,1328.266572,14.99940575,4.710817261,0.274795062,-0.610984326,0.241252958,1,,0.761780045,5.851340303,5.851340303,0.888843656,3.445664216,46.47977846,0.81847784,1325.890279,14.85503634,4.627728572,0.320584347,-0.36170211,0.234515027,3,,7.887168443,858.6345192,86.77014593,12.77465583,0.850669716,1323.887107,15.00344483,4.562633974,0.268288423,-0.380326272,0.233422611,3,,1.27688414,1.99E-09,35.79907817,0.094297431,1,1327.035817,14.97881596,4.697838508,0.289375207,-0.542776038,0.24004139,1
2210016F16Rik,3.787234062,3.268945734,1.344595242,1.649633805,,1.431979126,1385021119,9998187178,0.381885407,921.1940172,3.698060879,3.071615488,1.162311486,0.999385106,0.172333855,1,,1.118491212,2.358991239,0.405189468,3456.410896,21666.70038,0.383743301,923.0938293,3.704444921,3.047328539,1.141260807,0.955204618,0.171636761,1,,28.17663153,1.434780566,191981353.1,1453360304,0.382135827,923.3045627,3.697919666,3.071893338,1.162810349,1.00069103,0.172333965,1,,1.109051987,3.834622061,3.834622061,0.511411825,1402578845,9996461272,0.388618975,925.1372076,3.697214646,3.057105322,1.147536444,0.97371508,0.171282477,1,,1.267809966,7.896322927,53.91465684,0.018773382,0.464596507,923.9956745,3.681191115,3.024190169,1.125690327,0.921856633,0.171969306,1,,1.431979556,1385184923,9999367162,0.002697984,0.381885402,923.3051082,3.698061122,3.071615105,1.162311389,0.999384958,0.172333856,1
2210016L21Rik,3.521276599,1.992318579,0.917394945,0.666265417,,1.961935342,4.045674473,32.49402674,0.333710353,865.1792137,3.41855125,1.882902355,0.733598288,-0.015733259,0.162883863,1,,1.619417534,4.468896629,0.489774659,5.32979648,33.5822024,0.33914423,867.0344676,3.420534172,1.88129583,0.71925018,-0.03719626,0.162228784,1,,1.961937468,201.9092944,4.004512765,32.47730274,0.333750208,867.2903092,3.41853208,1.882837552,0.733588262,-0.015704238,0.162884265,1,,1.526484665,6.528610869,6.528610869,0.50087973,4.475812906,32.81914017,0.339461436,869.0582677,3.42122419,1.880872943,0.715737538,-0.041502341,0.16196726,1,,1.937141036,5.820585315,13.46662523,0.393221922,0.680470637,867.1966423,3.425963674,1.864227705,0.68196656,-0.095354256,0.162381452,1,,1.519506844,2.62E-06,103.0366126,1.050769468,0.347134495,866.9074402,3.418852325,1.877853255,0.717663624,-0.034280442,0.161871204,1
2310011J03Rik,1.446808516,3.053191499,2.78327722,10.49416174,,0.826750729,2727377507,9998903527,0.477935166,629.5634357,1.4303592,2.618825074,2.004584296,4.962241012,0.137947357,2,,0.826750669,0.826751003,0.599239114,2727475218,9999252068,0.477935552,631.6745268,1.430359107,2.618824874,2.004584312,4.96224131,0.137947348,2,,1.311731503,1.311492134,63399.22387,162465.7888,0.859932534,631.1618451,1.421766055,2.630124417,2.061314256,5.301794294,0.137015336,2,,77450.15153,1.303594335,1.303594335,0.682900431,3108958621,9999992696,0.472147508,633.2561907,1.425378687,2.64069556,2.060576329,5.284961324,0.137430858,2,,0.8267507,893361047.3,3275172593,1.00E-10,0.477935065,631.6745268,1.430359036,2.618824974,2.004584397,4.962241699,0.137947348,2,,0.826750702,2727435274,9999112604,2.37E-05,0.477935233,631.6745268,1.430358975,2.61882492,2.004584433,4.962241966,0.137947344,2
2310022B05Rik,3.43617022,3.031322054,1.403166403,2.598407973,,1.22822056,6.283056446,50.17347051,0.418998394,890.3344116,3.402019751,2.963078478,1.224838532,1.388760326,0.160184202,1,,3.489900673,0.646407781,0.89849931,937.6501841,1338.156072,1,891.6066127,3.395103505,2.877439264,1.179232642,1.341402949,0.155744623,2,,1.228201367,195.6398609,6.241770065,50.15637053,0.419028401,892.4455063,3.402014819,2.963071102,1.224830661,1.38873369,0.160183836,1,,0.638339789,5.554236306,5.554236306,0.869749802,184.21431,331.0971621,0.999984422,893.6922249,3.397580081,2.881765688,1.17798629,1.343041621,0.155683695,2,,271.2644391,10696.45722,37.35531988,251.4367225,1,892.2287241,3.407251125,2.932934372,1.185803298,1.272184699,0.158745476,2,,1.042380754,200670.1501,4263545.511,30304.03351,0.443625884,892.1526275,3.407559121,2.928145913,1.181416058,1.262576574,0.158498775,2
2310039H08Rik,1.936170215,3.888005629,2.17747293,5.719272903,,0.482103056,4.905402856,56.87664665,0.384816673,703.9553388,1.877277564,3.706511451,1.868441159,3.485518019,0.191759633,2,,0.312722791,2.08076502,0.23555732,19.21589647,101.9904281,0.431956445,704.6825492,1.898846108,3.538205955,1.760131147,3.087344757,0.189270346,2,,0.48211185,27.85753768,4.806961407,56.7207578,0.384773826,706.0665825,1.877276584,3.706546392,1.868453389,3.48555278,0.19176019,2,,1.398210299,0.057117192,0.057117192,0.009109694,15119.91611,30090.41353,1,706.042113,1.877512625,3.465266739,1.744623317,3.110438641,0.185908893,2,,1.199052018,224.8024562,111.3016337,1.968195343,0.426593046,705.6888499,1.891182905,3.631138342,1.783860859,3.112761659,0.19181143,2,,0.396770997,584766.5594,57935040.11,402649.5112,0.430812921,705.6385578,1.891908522,3.623193609,1.777761275,3.088995052,0.191710208,2
2410004N09Rik,3.159574478,3.315173014,1.519248141,2.111687212,,1.33291333,1631067251,9999521222,0.395886209,865.5440673,3.086303276,2.944203808,1.301763264,1.509565526,0.156114958,1,,1.332913537,1.332912854,0.57721554,1631117782,9999832844,0.39588614,867.6551584,3.086303106,2.94420379,1.301763294,1.50956565,0.156114956,1,,1.994263871,1.994264489,1187979759,9999982481,0.390523368,866.9076946,3.079677171,2.968349517,1.329249014,1.584820591,0.154573435,1,,558733.6968,1.992938148,1.992938148,0.483177419,60684.13796,246266.3851,0.391486758,869.0424527,3.078697724,2.970010722,1.330283767,1.588094644,0.154542424,1,,1.414859626,284380.2554,618371.0295,0.012112519,0.999999967,868.3435054,3.04099305,2.893820301,1.332646556,1.666095485,0.154394479,2,,1.332913331,1631052113,9999428105,1.58E-06,0.395886202,867.6551584,3.086303153,2.944203763,1.301763301,1.509565702,0.156114956,1
2410006H16Rik,6.021276589,3.625366539,0.94095142,0.813702889,,1.383444417,3.597944072,49.91061113,0.434565159,1062.201881,5.975580706,3.536668553,0.883483203,0.376404194,0.189783597,1,,15.28317377,1.357769811,0.50131332,8.288829849,59.73541319,0.435388464,1064.287491,5.974688023,3.5309546,0.881785447,0.380645512,0.189560231,1,,1.950709554,1.951831665,1.991304255,41.08389887,0.44548795,1064.205438,5.980757467,3.548899786,0.873404394,0.314463618,0.189793177,1,,8.043570615,1.885875867,1.885875867,0.498904165,4.252465515,47.90426439,0.4418097,1066.234026,5.979156239,3.541718701,0.872582166,0.328910493,0.189384559,1,,1.391321745,4.818040648,54.50817695,0.02382913,0.428544754,1064.321402,5.97658175,3.535133615,0.884464397,0.385393693,0.189783012,1,,1.357397582,3.529210435,54.90026825,0.025567072,0.435712411,1064.320279,5.970125415,3.529570342,0.884384575,0.387619341,0.189577045,1
2410015M20Rik,7.563829831,5.070488067,1.65402563,3.856220176,,2.037514221,1412276925,9999056684,0.524976231,1139.184411,7.517046628,4.546804393,1.257853715,1.856441244,0.182945914,1,,2.037515079,2.037513069,0.551240998,1412334534,9999467030,0.524976093,1141.295502,7.517046353,4.546804347,1.25785374,1.856441362,0.18294591,1,,3.070451251,3.070446614,1053942005,9999138426,0.520340982,1140.317432,7.499190182,4.623155034,1.322970711,2.07213659,0.182747036,1,,9999752955,3.091399375,3.091399375,0.487037802,99372918.14,236723283.5,1,1142.559783,7.481120651,4.600930149,1.325594071,2.090766275,0.18226257,1,,2.162410638,27258.38617,128697.0601,0.061174211,0.527380511,1141.297632,7.513769603,4.544706956,1.258002038,1.857799327,0.182883136,1,,2.037515155,1408591746,9972969263,6.68E-06,0.524975642,1141.295503,7.517044843,4.546802223,1.25785371,1.856441951,0.18294587,1
2610001J05Rik,1.680851071,2.724212233,2.085842955,5.408539129,,0.960855467,139068235.8,609546085.8,0.402996775,673.8387336,1.639170855,2.475911429,1.676977058,3.007030938,0.144774967,2,,0.772637775,1.542938276,0.489187115,2487669406,9999976786,0.406285018,675.9045506,1.641039315,2.469880207,1.66021585,2.935348411,0.144714285,2,,0.996741773,5.244263775,1984470704,9998142867,0.402914704,675.9274448,1.637595717,2.478087432,1.686754424,3.052476848,0.144612866,2,,0.724555371,2.609691639,2.609691639,0.505624356,2870.07511,12768.04326,0.407619047,677.9399221,1.640316555,2.467396484,1.660269964,2.941572261,0.144360679,2,,1.153218563,1539171.974,3248426.495,0.200050757,0.402929274,675.949832,1.639235222,2.475790901,1.676894314,3.006734541,0.144776341,2,,0.960855464,2281498167,9999968589,7.68E-10,0.402996779,675.9498246,1.639170574,2.475911286,1.676977229,3.007031902,0.144774956,2
2610507B11Rik,2.361702128,2.259919504,1.326208268,1.887232304,,1.438884532,10.67409083,63.27771734,0.317881178,768.2225267,2.321214879,2.1601634,1.185668735,1.173838416,0.090686951,1,,2.998502122,1.11878772,0.643794028,35.34151149,144.6430365,0.327759757,770.2696983,2.318216217,2.157821549,1.179508213,1.163847942,0.09017363,1,,53.84581694,1.43899403,10.34284655,62.99474579,0.317844177,770.333639,2.32121406,2.160167619,1.185676506,1.17385463,0.090687494,1,,3.182262464,1.854330376,1.854330376,0.495236638,10.03130257,59.7778846,0.317543541,772.4864643,2.321324575,2.160980684,1.18619993,1.173140432,0.090790285,1,,0.646803613,0.669563358,12.48819389,0.007642658,0.377594422,775.9617399,2.358470334,2.002042009,0.884601535,0.302506097,0.102602297,2,,1.379822384,1570.583766,10997.12194,48.77229283,0.333425799,770.3273884,2.320857877,2.155666479,1.180456668,1.161620199,0.090486855,1
2610524H06Rik,1.67021277,2.820233096,1.369894965,0.873865555,,0.453872883,4.696453913,128.7001552,0.239845543,661.1977197,1.557122102,2.543803735,1.337873808,0.975151306,0.128148642,2,,0.441646308,0.448030914,0.523948355,2.839698007,71.9348891,0.236561859,663.213407,1.564339284,2.559122408,1.330386084,0.937153344,0.128106235,2,,112.2920392,0.448219936,8.16194462,267.1546344,0.24424571,663.4951662,1.558937561,2.536689114,1.333099191,0.964490042,0.12872927,2,,8.307791136,0.673392419,0.673392419,0.500629485,10.34546592,255.7676029,0.237351437,665.0802181,1.559980478,2.55519106,1.340300075,0.97019346,0.127170079,2,,1.531286596,26.44031249,9.399310841,3.358784553,0.931953519,666.5204668,1.510109037,2.425984621,1.344933519,1.10444327,0.135288912,2,,0.455514671,12.26364808,404.335754,0.131620492,0.254718895,663.6819947,1.543072901,2.518984792,1.348736951,1.034095614,0.1287942,2
2700029M09Rik,1.11702128,1.692502537,1.311477836,1.257369818,,0.614544661,2.342182519,63.50776751,0.134677261,554.4818173,1.098475785,1.642369913,1.265116596,1.060746823,0.040766803,2,,61.39156764,0.612999823,0.502088019,4.874255483,66.27384813,0.13468523,556.5930944,1.09900748,1.642879996,1.264463286,1.05779402,0.040766044,2,,0.912232322,0.912211755,1.547691899,68.93742382,0.130380807,556.5469246,1.098957462,1.644075643,1.264821393,1.05445246,0.040581686,2,,109.7755405,0.911676609,0.911676609,0.501498,3.141820465,70.46671976,0.130426943,558.681378,1.099063063,1.64445133,1.264868162,1.054232892,0.040571589,2,,1.051936311,188.4320655,204.9956236,0.9537946,0.152893229,556.6758036,1.094048363,1.63807254,1.271490965,1.094568485,0.040953603,2,,0.564057405,0.957672486,99.30158424,0.117131824,0.134482378,556.6208463,1.096957817,1.639761277,1.262560331,1.054764569,0.041116448,2
2700049A03Rik,1.15957447,1.895471406,1.526952956,2.071110109,,0.920482631,1441637163,9997713356,0.209590101,567.2663671,1.137799664,1.807737094,1.473784171,1.943927305,0.090612121,2,,0.92047895,0.920481525,0.516426259,1379088349,9563968811,0.20959021,569.3774581,1.137799848,1.807738579,1.473784411,1.943926593,0.090612145,2,,1.299136097,1.299142249,8.093471965,94.26352936,0.193509455,569.2626078,1.138602923,1.812502934,1.474140507,1.935922339,0.090413506,2,,1.026195836,1.288180652,1.288180652,0.551066419,1158389053,9999593874,0.20822385,571.4234381,1.137522189,1.810563746,1.47776117,1.955866384,0.090379041,2,,3.626096268,21370673.26,6091392.299,2.940256805,0.209599887,569.3774644,1.137727122,1.80785664,1.473895603,1.944254858,0.090611627,2,,0.920520209,7760125.621,53816986.36,0.554610522,0.209583635,569.3774587,1.137817481,1.807705918,1.473751423,1.943823816,0.090612254,2
2700097O09Rik,4.553191487,3.42811694,0.995919248,0.786706012,,0.869855583,1.653216875,30.05396868,0.438624078,978.6029177,4.519275034,3.403128022,0.893480697,0.238404659,0.189194403,2,,2.305588301,0.721287278,0.518793163,2.430120796,37.03811257,0.389476256,980.0494433,4.524399379,3.389864043,0.888075759,0.255356305,0.187872212,2,,0.869856021,38057.24082,1.653178988,30.0539386,0.438624639,980.7140088,4.519277886,3.403127887,0.893480124,0.238403245,0.189194453,2,,0.683943149,3.276636409,3.276636409,0.496092885,2.037062448,25.3443074,0.559107333,981.9607045,4.515989458,3.389869784,0.892626998,0.272521687,0.187376122,2,,96456.39023,16064325.86,99.26452006,185502.8338,0.41329433,979.2314552,4.52132487,3.324244537,0.863168255,0.268731055,0.184980621,2,,0.747068538,0.000354574,25.80218592,0.500175032,0.999981356,980.0490121,4.50909235,3.383207843,0.900374149,0.30271347,0.187647367,2
2810004N23Rik,3.968085098,3.128429645,0.589758368,-0.777865195,,0.570897532,1.604277103,166.4983878,0.237307441,915.7639509,3.888413582,3.108143976,0.612206526,-0.696956894,0.118930829,2,,0.753339412,0.350414373,0.815274925,1.66222314,123.4660793,0.240347597,917.7755408,3.891324014,3.105479045,0.611117962,-0.690415119,0.118609934,2,,2.50984019,0.570206713,1.724456842,865202.0183,0.234642202,917.8222349,3.888508711,3.109796392,0.61282093,-0.698238545,0.118829547,2,,1.048197842,0.737186122,0.737186122,0.489759083,1.675688358,242.8844301,0.236076992,920.0599795,3.887777448,3.110610451,0.612633813,-0.699603455,0.119093839,2,,0.55395741,2.328376534,15669.32381,3.92E-05,0.236565062,917.8902858,3.890537249,3.104475672,0.609555862,-0.697140201,0.118939547,2,,0.551066446,0.627598731,141.1023336,0.028350923,0.238558008,917.8606604,3.888697965,3.105054385,0.611693037,-0.693708837,0.118852996,2
2810008D09Rik,1.585106387,2.757175502,2.639668574,9.040571812,,1.316135925,4269301320,9999057038,0.514267163,654.7993258,1.578524165,2.161612901,1.714651759,3.79581665,0.169998442,2,,1.316134891,1.316134634,0.501279695,4268863109,9997735988,0.514282728,656.9104168,1.578523995,2.161613749,1.714652275,3.795818604,0.169998449,2,,2.017438806,2.017459908,4943647.61,8574750.033,0.904295558,654.9716378,1.572741112,2.192691767,1.77417795,4.111970316,0.167340049,2,,9999570448,2.016149118,2.016149118,0.48241688,4564.75715,3458.03942,1,657.1158289,1.572860156,2.192753872,1.773845832,4.109791555,0.167357382,2,,1.316476274,8305156645,9999819938,1.99E-06,1,656.9117581,1.578403367,2.161287128,1.714600267,3.795855071,0.169988702,2,,1.316133911,4269050015,9998240494,1.19E-08,0.514279489,656.9104168,1.578523568,2.161614165,1.714652734,3.79582061,0.169998443,2
2810025M15Rik,3.904255333,3.379123437,1.201322885,0.927193645,,1.338618515,1202057638,9999266809,0.377912625,930.7680509,3.766928271,3.069649629,1.068503272,0.597422327,0.138209203,1,,1.338618521,1.338618778,0.476556406,1202103386,9999650668,0.37791256,932.879142,3.766928964,3.069649464,1.068502993,0.5974215,0.13820921,1,,1.737126511,1.737129066,3.044849308,17.61119711,0.999999765,933.9084345,3.742657058,3.034016987,1.063744952,0.606348101,0.138450629,1,,9999581025,1.948329607,1.948329607,0.546089754,61536641.63,401572557.7,0.374847162,934.6824826,3.762515833,3.086908374,1.083409423,0.621548413,0.137632857,1,,1.421424259,619624.043,3270435.628,0.061802496,0.377950657,932.8791579,3.767070651,3.069667371,1.068491865,0.597373594,0.138208615,1,,1.338618612,1201993841,9998740757,6.34E-09,0.377912541,932.879142,3.766929057,3.069649484,1.068502947,0.597421344,0.138209212,1
2810408M09Rik,1.56382979,2.769503552,1.425208099,1.341798345,,0.375946843,2.072592214,84.0797481,0.195353646,639.0803523,1.538581915,2.687239647,1.398776637,1.243241664,0.086374664,2,,0.375958748,1427.11605,0.490082259,4.237649155,84.26604577,0.195361409,641.1914439,1.53860622,2.687276958,1.398781603,1.243245157,0.086375763,2,,0.542969286,0.627486324,1.396522622,86.88404986,0.188012051,640.9817683,1.537913622,2.691039701,1.395508235,1.21673933,0.08567941,2,,0.391560955,0.569475745,0.569475745,0.501346374,1.716980695,88.26563039,0.191587845,643.1998283,1.539483535,2.691297485,1.39756432,1.229884571,0.086024407,2,,0.334387769,0.831673368,5.465443762,1.86E-10,1,641.9963023,1.524546319,2.662910385,1.41812336,1.364149826,0.087213072,2,,0.371989273,1.903463113,79.53525379,0.004099318,0.195779146,641.2017351,1.539148423,2.691844991,1.398356594,1.239086036,0.086467403,2
2810428I15Rik,1.797872349,3.639997491,2.044118684,5.431917162,,0.14560674,0.249549991,9.179753872,0.526900826,667.9112061,1.781786268,3.187074287,1.297909347,0.957238755,0.171547768,3,,1.570838542,0.150639786,0.599114229,0.791549608,18.3911242,0.328644438,668.0001314,1.77170007,3.35793452,1.43832055,1.492854606,0.178177976,2,,0.145609833,1746.186495,0.249538899,4.869615029,0.99327343,670.0222971,1.781780816,3.187086165,1.297920677,0.957275641,0.171548211,2,,1.332160065,0.227812695,0.227812695,0.488115469,0.404636447,9.777037345,0.525336692,671.3829872,1.77692166,3.233352909,1.335064894,1.093684211,0.173029579,3,,0.693554446,278.7239534,40.79342647,10.12139772,0.302267944,662.631328,1.797987691,3.311545742,1.406191473,1.469981528,0.16891611,3,,0.238022811,1.00E-10,9.833922062,0.253091687,1,669.4074034,1.752180457,3.536061876,1.623022433,2.259380819,0.188993653,2
2810474O19Rik,7.382978759,3.651603401,1.083805759,1.510211111,,1.912652965,7.471013838,83.42439777,0.435282603,1118.212463,7.273431999,3.590540005,0.847403951,0.327634116,0.183095959,1,,4.045137863,0.246340832,0.993596067,803699858.4,1611897911,1,1113.300703,7.264527814,3.362911545,0.755945637,0.359982916,0.165881699,3,,211.1599082,1.912480521,7.402352037,83.42973995,0.435205015,1120.32357,7.273275947,3.590811454,0.847450078,0.327663633,0.18309798,1,,0.273767079,6.060387465,6.060387465,0.989612682,212.7534087,1241.745393,0.469339539,1114.927508,7.285312224,3.377705975,0.765781599,0.376143458,0.165937234,3,,376.4392024,54688.27271,175.3524931,330.9085735,0.463730422,1118.821813,7.317631965,3.472159844,0.711318473,0.095635648,0.178107034,1,,1.425555157,0.004070335,9988042172,42341359.89,0.469640826,1119.032894,7.287226295,3.522052442,0.776666338,0.210545032,0.17955505,1
3110082I17Rik,2.074468088,3.602454999,1.521591276,1.645028882,,0.438751822,3.556732873,94.25277031,0.256478118,722.7344382,2.041820815,3.435774735,1.467787947,1.519928055,0.110417741,2,,0.438758976,0.438744102,0.512164801,3.556681556,94.25245891,0.256476176,724.8455292,2.04182033,3.43576454,1.467783947,1.519916105,0.110417733,2,,0.670449633,0.670454621,2.224618627,87.60730552,0.245724741,724.4034042,2.047228993,3.461246891,1.466963316,1.48453639,0.109350082,2,,8684.010733,0.670448808,0.670448808,0.503845743,4.416534679,87.63706472,0.245721314,726.5378223,2.047231727,3.461234294,1.466953827,1.484503122,0.109350097,2,,0.438739137,3.555225387,94.20059313,5.93E-06,0.256474487,724.8456096,2.041829667,3.435762246,1.467767343,1.519851436,0.110418132,2,,0.443348292,6.043563369,171.4292897,0.009564309,0.262522816,724.9361183,2.035045856,3.426439516,1.476546803,1.563723319,0.110474803,2
4833439L19Rik,1.808510646,2.262077601,1.457400799,2.008592969,,1.217920374,1918902305,9999817492,0.299937537,692.6274126,1.75719248,2.085433367,1.314796328,1.431213048,0.11799104,1,,1.217921061,1.217919689,0.491136795,1918930421,9999962926,0.299937564,694.7385037,1.757192458,2.085433397,1.314796365,1.431213167,0.117991039,1,,1.792771487,1.792770263,1340271008,9998162787,0.293329104,694.5044198,1.756467383,2.095030593,1.324573567,1.453026631,0.11756332,1,,705823.9742,1.792536769,1.792536769,0.495964125,19088004.27,70643246.62,0.293291718,696.6388396,1.756451922,2.095065247,1.324558147,1.452927777,0.117563788,1,,1.217576303,3839.477628,20022.75366,1.00E-10,0.299879058,694.7390052,1.757194466,2.085437565,1.314755123,1.431059748,0.117992244,1,,1.217920878,1918832528,9999445238,0.222815666,0.299937622,694.7385037,1.757192403,2.085433139,1.314796398,1.431213548,0.117991035,1
4930453N24Rik,1.26595745,2.826479532,1.71767824,2.43164337,,0.32610344,2.063420757,55.66091529,0.215380218,576.0834167,1.218253069,2.682864301,1.643190632,2.054113881,0.136368742,2,,0.279105658,0.291342315,0.499796041,0.919180387,5.411423081,0.988530407,578.5752358,1.210150106,2.643565135,1.633308309,2.056148309,0.135708979,2,,0.326093792,216.0052838,2.06238655,55.75479944,0.215356113,578.1945075,1.218273087,2.682922044,1.643162591,2.053941992,0.136370394,2,,0.244501988,2.160521023,2.160521023,0.49135256,2.35603595,43.95070639,0.22902065,580.2883223,1.217937112,2.663634213,1.631336095,2.0316051,0.135843385,2,,0.294966759,1.414023101,8.211294702,0.11090966,0.682258292,578.6037849,1.210251724,2.638230213,1.62795183,2.040492616,0.135690013,2,,0.291715804,0.446951622,69.82621962,0.122287484,0.222071602,578.1915175,1.218591221,2.671478459,1.634287671,2.031945902,0.13615478,2
5430416N02Rik,1.138297873,2.478524567,1.963666901,4.079043706,,0.535848383,5.055771103,45.04185033,0.272776739,559.4154177,1.100499287,2.317336388,1.787412635,3.059420455,0.108193967,2,,1.544565943,0.43972164,0.501596118,11.0545786,71.53386703,0.282514681,561.4609395,1.100162954,2.309092941,1.778454062,3.029795073,0.107633516,2,,10.56583183,0.536230398,4.714493032,44.23924625,0.272482042,561.5264278,1.100508226,2.317462301,1.787532019,3.059845996,0.108198524,2,,1.147498864,0.67931836,0.67931836,0.389279546,9.684973963,75.33951471,0.273741653,563.6620229,1.096697743,2.310807117,1.795372025,3.106281058,0.107906972,2,,2.260039705,56.1500472,11.77860005,3.88593915,0.983302508,561.7063646,1.097931801,2.28716976,1.758959111,2.955320134,0.107413113,2,,0.50184214,6683713.532,94419858.98,546451.2534,0.29655556,561.5285011,1.100595558,2.308720652,1.776339448,3.016107601,0.10793125,2
5730455P16Rik,1.255319149,3.354850354,1.751868222,2.451882483,,0.122788206,0.341486662,19.44700557,0.24650217,541.8378517,1.226762794,3.243741673,1.680804621,2.012246732,0.042236558,3,,0.12193391,8.257406893,0.497969385,0.706160612,20.50048452,0.243444042,543.9462229,1.22660623,3.244022641,1.681798127,2.017378254,0.042193341,3,,0.129751255,6120002.095,0.369942938,21.67874939,0.229373384,543.9700565,1.235028511,3.237922401,1.67405112,1.984043734,0.042709422,3,,25890.09428,0.210211108,0.210211108,0.381705878,0.732110086,5.43755596,0.844671183,546.1175849,1.224526819,3.23694128,1.680901583,2.017957988,0.041869285,2,,0.114705457,0.533995117,19.17535472,0.040081452,0.258633726,543.9541285,1.225391376,3.241655378,1.685389207,2.041120262,0.041814084,3,,0.117302422,0.055517941,20.81519819,0.019153359,0.241245084,543.9465148,1.226640756,3.244333075,1.682532131,2.02138287,0.042195734,3
